# TestSim (Up to date)
# 754 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
17.142,1689.9,17.336,-9.9183,18.948,9.9236,161.48,0.091145,161.48,0.03234,7.6477,0.32582,28.61,-80.598,9.787,2.7577,6.3244e-5,9.6237,4.1319e-4,3040.9,0,0.68431,0.010622,105.71,80.101,2.5206,0.059031,1870736,0,0.78266,0.46907,0.47897,0.30388,0.044737,0.12045,0.43826,0.85053,-4.3139e-4,0,0,0,0,0.25372,0.0024835,10.16,81.073,64.395,0.062812,NaN,4.016,826.34,333.73,0.05,0.19676
17.192,1690.7,16.84,-9.9024,18.488,9.9079,161.86,0.091616,161.86,0.032431,7.6313,0.3295,28.61,-80.598,9.787,2.9599,6.3251e-5,10.217,0.0028334,3040.9,0,0.68431,0.010622,105.57,80.101,2.5063,0.057728,1829309,0,0.75058,0.46905,0.48036,0.30388,0.044732,0.12043,0.47405,0.88886,-9.1016e-5,0,0,0,0,0.29903,0.0024258,10.16,81.073,63.899,0.061745,NaN,4.0104,826.26,333.73,0.05,0.19698
17.242,1691.5,16.346,-9.8776,18.032,9.8841,162.24,0.092088,162.24,0.032521,7.6142,0.35632,28.61,-80.598,9.787,3.4338,6.3238e-5,10.838,0.0042886,3040.9,0,0.68431,0.010622,105.24,80.101,2.4738,0.056591,1793133,0,0.72659,0.46903,0.48393,0.30388,0.044727,0.12042,0.55993,1.035,4.2374e-4,0,0,0,0,0.35017,0.0023686,10.16,81.073,63.373,0.06066,NaN,4.005,826.17,333.73,0.05,0.19721
17.292,1692.3,15.852,-9.8517,17.578,9.8593,162.62,0.092561,162.62,0.032612,7.5956,0.38522,28.61,-80.598,9.787,3.9498,6.3248e-5,11.535,0.0054253,3040.9,0,0.68431,0.010622,104.89,80.101,2.4398,0.055496,1758315,0,0.70495,0.46901,0.48827,0.30389,0.044723,0.1204,0.65653,1.1896,-2.2336e-4,0,0,0,0,0.41247,0.0023117,10.16,81.073,62.814,0.059576,NaN,3.9998,826.09,333.72,0.05,0.19744
17.342,1693.1,15.36,-9.8227,17.127,9.8317,163,0.093034,163,0.032702,7.5755,0.42072,28.61,-80.598,9.787,4.5573,6.3253e-5,12.306,0.0061483,3040.9,0,0.68431,0.010622,104.5,80.101,2.4015,0.054478,1725923,0,0.68709,0.469,0.49391,0.30389,0.044719,0.12039,0.77442,1.3727,-2.3895e-4,0,0,0,0,0.48716,0.0022552,10.16,81.073,62.218,0.058494,NaN,3.9947,826.01,333.72,0.05,0.19766
17.392,1693.9,14.87,-9.8154,16.679,9.8236,163.38,0.093508,163.38,0.032793,7.5547,0.40309,28.61,-80.598,9.787,4.5901,6.3254e-5,13.087,0.0080613,3040.9,0,0.68431,0.010622,104.48,80.101,2.3994,0.053133,1683206,0,0.65393,0.46898,0.49421,0.3039,0.044715,0.12037,0.78092,1.2944,2.9832e-4,0,0,0,0,0.57921,0.0021991,10.16,81.073,61.583,0.05743,NaN,3.9898,825.94,333.72,0.05,0.19803
17.442,1694.6,14.379,-9.795,16.234,9.8038,163.75,0.093982,163.75,0.032883,7.5344,0.41659,28.61,-80.598,9.787,4.9883,6.3257e-5,13.813,0.0088161,3040.9,0,0.68431,0.010622,104.23,80.101,2.3753,0.052022,1647896,0,0.63186,0.46896,0.49819,0.3039,0.044711,0.12035,0.86077,1.3711,-1.8074e-4,0,0,0,0,0.67314,0.0021435,10.16,81.073,60.91,0.056418,NaN,3.985,825.86,333.71,0.05,0.19841
17.492,1695.3,13.89,-9.7895,15.792,9.7975,164.13,0.094457,164.13,0.032974,7.5139,0.39603,28.61,-80.598,9.787,4.996,6.3263e-5,14.515,0.010999,3040.9,0,0.68431,0.010622,104.23,80.101,2.3748,0.050684,1605405,0,0.5998,0.46894,0.49825,0.3039,0.044706,0.12033,0.86232,1.2652,4.2186e-4,0,0,0,0,0.78305,0.0020883,10.16,81.073,60.202,0.055445,NaN,3.9804,825.79,333.71,0.05,0.19881
17.542,1696,13.4,-9.7847,15.354,9.7919,164.51,0.094932,164.51,0.033064,7.4947,0.375,28.61,-80.598,9.787,4.9911,6.3274e-5,15.116,0.013265,3040.9,0,0.68431,0.010622,104.23,80.101,2.375,0.049343,1562842,0,0.56836,0.46893,0.49818,0.30391,0.044702,0.12032,0.86132,1.15,4.5183e-4,0,0,0,0,0.89599,0.0020337,10.16,81.073,59.461,0.054522,NaN,3.976,825.72,333.71,0.05,0.19986
17.592,1696.7,12.911,-9.7713,14.92,9.7785,164.88,0.095407,164.88,0.033154,7.476,0.37338,28.61,-80.598,9.787,5.2424,6.3268e-5,15.656,0.014485,3040.9,0,0.68431,0.010622,104.08,80.101,2.3602,0.048164,1525386,0,0.5443,0.46891,0.50079,0.30391,0.044698,0.1203,0.9127,1.1454,3.9864e-4,0,0,0,0,1.0089,0.0019797,10.16,81.073,58.691,0.053655,NaN,3.9717,825.66,333.71,0.05,0.20027
17.642,1697.3,12.423,-9.7605,14.49,9.7674,165.25,0.095882,165.25,0.033244,7.4575,0.36658,28.61,-80.598,9.787,5.4379,6.3263e-5,16.165,0.016047,3040.9,0,0.68431,0.010622,103.97,80.101,2.3488,0.046952,1486914,0,0.51935,0.4689,0.50287,0.30392,0.044694,0.12029,0.95318,1.1072,2.521e-4,0,0,0,0,1.1318,0.0019263,10.16,81.073,57.895,0.052841,NaN,3.9676,825.59,333.7,0.05,0.20065
17.692,1697.9,11.935,-9.7542,14.064,9.7605,165.63,0.096357,165.63,0.033333,7.4395,0.35145,28.61,-80.598,9.787,5.5244,6.3269e-5,16.62,0.018086,3040.9,0,0.68431,0.010622,103.91,80.101,2.3438,0.045669,1446216,0,0.49223,0.46888,0.50379,0.30392,0.04469,0.12027,0.97125,1.0119,-2.85e-4,0,0,0,0,1.2645,0.0018736,10.16,81.073,57.075,0.05208,NaN,3.9637,825.53,333.7,0.05,0.20109
17.742,1698.5,11.448,-9.7519,13.643,9.7575,166,0.096833,166,0.033423,7.4225,0.32937,28.61,-80.598,9.787,5.5058,6.3275e-5,16.999,0.020811,3040.9,0,0.68431,0.010622,103.93,80.101,2.3449,0.044313,1403195,0,0.4632,0.46886,0.50357,0.30392,0.044686,0.12026,0.96735,0.86315,-8.4986e-5,0,0,0,0,1.4051,0.0018216,10.16,81.073,56.235,0.051376,NaN,3.9599,825.47,333.7,0.05,0.20145
17.792,1699,10.96,-9.737,13.228,9.7426,166.37,0.097308,166.37,0.033512,7.4061,0.33204,28.61,-80.598,9.787,5.8837,6.3278e-5,17.329,0.021361,3040.9,0,0.68431,0.010622,103.71,80.101,2.3235,0.043199,1367853,0,0.44381,0.46885,0.50773,0.30393,0.044683,0.12024,1.0472,0.89656,-4.8816e-4,0,0,0,0,1.5366,0.0017703,10.16,81.073,55.376,0.050728,NaN,3.9562,825.41,333.7,0.05,0.20179
17.842,1699.6,10.474,-9.7013,12.818,9.7084,166.74,0.097783,166.74,0.033601,7.3886,0.3713,28.61,-80.598,9.787,6.8713,6.3282e-5,17.708,0.018605,3040.9,0,0.68431,0.010622,103.17,80.101,2.2706,0.042486,1345214,0,0.43895,0.46884,0.5192,0.30393,0.044681,0.12023,1.2642,1.2113,3.4155e-4,0,0,0,0,1.6588,0.0017198,10.16,81.073,54.501,0.050129,NaN,3.9527,825.36,333.69,0.05,0.2022
17.892,1700.1,9.9897,-9.6884,12.414,9.6954,167.11,0.098258,167.11,0.03369,7.3699,0.36876,28.61,-80.598,9.787,7.2346,6.3278e-5,18.139,0.019435,3040.9,0,0.68431,0.010622,102.98,80.101,2.252,0.04136,1309494,0,0.41946,0.46883,0.52357,0.30393,0.044678,0.12022,1.3469,1.1963,-6.3545e-6,0,0,0,0,1.8366,0.0016702,10.16,81.073,53.605,0.04958,NaN,3.9494,825.31,333.69,0.05,0.20258
17.942,1700.6,9.5059,-9.6598,12.017,9.6678,167.48,0.098733,167.48,0.033778,7.351,0.39188,28.61,-80.598,9.787,8.0353,6.3274e-5,18.565,0.018141,3040.9,0,0.68431,0.010622,102.58,80.101,2.2129,0.040534,1283283,0,0.4104,0.46882,0.53338,0.30393,0.044675,0.12021,1.5347,1.3933,-2.7637e-5,0,0,0,0,2.003,0.0016214,10.16,81.073,52.687,0.049078,NaN,3.9462,825.26,333.69,0.05,0.20294
17.992,1701,9.0232,-9.6526,11.626,9.66,167.84,0.099208,167.84,0.033866,7.3316,0.38006,28.61,-80.598,9.787,8.3104,6.3271e-5,19,0.01945,3040.9,0,0.68431,0.010622,102.45,80.101,2.1999,0.039328,1245062,0,0.3902,0.47051,0.53873,0.30564,0.044672,0.1202,1.601,1.2936,3.2064e-4,0,0,0,0,2.2286,0.0015737,10.16,81.073,51.748,0.048623,NaN,3.9432,825.21,333.69,0.05,0.20331
18.042,1701.5,8.5408,-9.6399,11.244,9.6472,168.21,0.099683,168.21,0.033954,7.3127,0.37695,28.61,-80.598,9.7869,8.7554,6.3265e-5,19.381,0.020074,3040.9,0,0.68431,0.010622,102.24,80.101,2.1795,0.038227,1210153,0,0.37376,0.47219,0.54621,0.30734,0.044669,0.12019,1.7101,1.2721,-1.296e-4,0,0,0,0,2.4544,0.001527,10.16,81.073,50.788,0.048213,NaN,3.9404,825.17,333.69,0.05,0.20365
18.092,1701.9,8.0594,-9.617,10.87,9.6249,168.57,0.10016,168.57,0.034042,7.2936,0.38837,28.61,-80.598,9.7869,9.4837,6.3272e-5,19.756,0.019538,3040.9,0,0.68431,0.010622,101.92,80.101,2.1474,0.037322,1181456,0,0.36325,0.47363,0.55695,0.30878,0.044667,0.12018,1.8936,1.3902,-5.0212e-4,0,0,0,0,2.6757,0.0014815,10.16,81.073,49.81,0.047841,NaN,3.9377,825.12,333.69,0.05,0.20397
18.142,1702.3,7.5791,-9.5921,10.505,9.6005,168.94,0.10063,168.94,0.034129,7.2739,0.40142,28.61,-80.598,9.7869,10.283,6.3273e-5,20.152,0.018895,3040.9,0,0.68431,0.010622,101.58,80.101,2.114,0.036463,1154222,0,0.35382,0.47503,0.56837,0.31019,0.044665,0.12017,2.102,1.527,3.7334e-5,0,0,0,0,2.9166,0.0014373,10.16,81.073,48.812,0.047506,NaN,3.9351,825.09,333.68,0.05,0.2043
18.192,1702.7,7.1002,-9.5653,10.15,9.5743,169.3,0.1011,169.3,0.034216,7.2535,0.41527,28.61,-80.598,9.7869,11.14,6.3274e-5,20.566,0.01821,3040.9,0,0.68431,0.010622,101.24,80.101,2.0801,0.035643,1128226,0,0.34504,0.47641,0.58009,0.31158,0.044663,0.12017,2.3337,1.6754,-2.5384e-4,0,0,0,0,3.179,0.0013944,10.16,81.073,47.794,0.047204,NaN,3.9328,825.05,333.68,0.05,0.20462
18.242,1703,6.6227,-9.5337,9.8064,9.5435,169.66,0.10158,169.66,0.034303,7.2323,0.43335,28.61,-80.598,9.7869,12.113,6.3268e-5,21.004,0.017248,3040.9,0,0.68431,0.010622,100.87,80.101,2.044,0.034915,1105135,0,0.33801,0.47767,0.59225,0.31285,0.044661,0.12016,2.6066,1.8722,4.6411e-4,0,0,0,0,3.4559,0.0013529,10.16,81.073,46.755,0.046937,NaN,3.9305,825.01,333.68,0.05,0.20495
18.292,1703.3,6.1464,-9.5234,9.4749,9.5328,170.02,0.10205,170.02,0.03439,7.2108,0.42291,28.61,-80.598,9.7869,12.671,6.3268e-5,21.437,0.018109,3040.9,0,0.68431,0.010622,100.67,80.101,2.0243,0.0338,1069806,0,0.32107,0.47966,0.60032,0.31486,0.044659,0.12015,2.768,1.7624,-1.3835e-4,0,0,0,0,3.8412,0.0013131,10.16,81.073,45.694,0.046705,NaN,3.9284,824.98,333.68,0.05,0.2055
18.342,1703.6,5.6705,-9.5101,9.1569,9.5192,170.38,0.10252,170.38,0.034476,7.1898,0.41589,28.61,-80.598,9.7869,13.34,6.3264e-5,21.816,0.018807,3040.9,0,0.68431,0.010622,100.44,80.101,2.0016,0.032737,1036135,0,0.3055,0.48165,0.60893,0.31685,0.044656,0.12014,2.9659,1.6961,4.2511e-4,0,0,0,0,4.2409,0.001275,10.16,81.073,44.613,0.046504,NaN,3.9265,824.95,333.68,0.05,0.20593
18.392,1703.9,5.1958,-9.4748,8.8536,9.4847,170.74,0.103,170.74,0.034562,7.1687,0.43311,28.61,-80.598,9.7869,14.474,6.3261e-5,22.191,0.017839,3040.9,0,0.68431,0.010622,100.07,80.101,1.9653,0.03208,1015318,0,0.29827,0.48292,0.61915,0.31813,0.044655,0.12013,3.3125,1.9403,6.7632e-5,0,0,0,0,4.5696,0.0012388,10.16,81.073,43.512,0.04633,NaN,3.9248,824.92,333.68,0.05,0.20635
18.442,1704.1,4.7228,-9.4466,8.5663,9.4568,171.1,0.10347,171.1,0.034647,7.1468,0.44003,28.61,-80.598,9.7869,15.5,6.3262e-5,22.594,0.017598,3040.9,0,0.68431,0.010622,99.758,80.101,1.9347,0.031291,990339,0,0.28721,0.48449,0.62664,0.31971,0.044653,0.12013,3.6378,2.0588,-4.8718e-4,0,0,0,0,4.9786,0.0012047,10.16,81.073,42.393,0.046178,NaN,3.9231,824.9,333.68,0.05,0.20662
18.492,1704.4,4.2509,-9.4281,8.2967,9.4382,171.46,0.10394,171.46,0.034733,7.1249,0.43499,28.61,-80.598,9.7869,16.409,6.3264e-5,22.981,0.018131,3040.9,0,0.68431,0.010622,99.498,80.101,1.9091,0.030321,959616,0,0.27195,0.48649,0.63192,0.32172,0.044651,0.12012,3.9351,2.0264,-1.4983e-4,0,0,0,0,5.4857,0.0011727,10.16,81.073,41.253,0.046048,NaN,3.9217,824.88,333.68,0.05,0.20721
18.542,1704.6,3.7802,-9.3988,8.0464,9.4091,171.81,0.10441,171.81,0.034817,7.1031,0.43947,28.61,-80.598,9.7869,17.547,6.3263e-5,23.351,0.018015,3040.9,0,0.68431,0.010622,99.193,80.101,1.8791,0.029545,935020,0,0.2592,0.48815,0.63439,0.32339,0.04465,0.12011,4.3194,2.1511,-9.9776e-5,0,0,0,0,5.9654,0.0011431,10.16,81.073,40.095,0.045937,NaN,3.9204,824.86,333.67,0.05,0.20768
18.592,1704.7,3.3112,-9.3636,7.8168,9.3743,172.17,0.10488,172.17,0.034902,7.0809,0.44758,28.61,-80.598,9.7869,18.815,6.3262e-5,23.732,0.017643,3040.9,0,0.68431,0.010622,98.877,80.101,1.848,0.028871,913682,0,0.24745,0.48964,0.63425,0.32489,0.044648,0.12011,4.7624,2.3478,2.8547e-4,0,0,0,0,6.4528,0.0011161,10.16,81.073,38.918,0.045846,NaN,3.9192,824.84,333.67,0.05,0.20819
18.642,1704.9,2.8436,-9.3399,7.6099,9.3504,172.52,0.10535,172.52,0.034986,7.0586,0.4433,28.61,-80.598,9.7869,19.992,6.3264e-5,24.113,0.018069,3040.9,0,0.68431,0.010622,98.605,80.101,1.8212,0.027984,885616,0,0.23206,0.49167,0.63308,0.32693,0.044647,0.1201,5.1875,2.3576,3.5425e-4,0,0,0,0,7.0903,0.0010917,10.16,81.073,37.722,0.045775,NaN,3.9182,824.82,333.67,0.05,0.20876
18.692,1705,2.3771,-9.3193,7.4273,9.3296,172.87,0.10581,172.87,0.03507,7.0366,0.43665,28.61,-80.598,9.7869,21.369,6.3264e-5,24.424,0.017981,3040.9,0,0.68431,0.010622,98.311,80.101,1.7922,0.027278,863248,0,0.21894,0.49336,0.62865,0.32861,0.044645,0.1201,5.5546,1.7452,3.5185e-4,0,0,0,0,7.6557,0.0010702,10.16,81.073,36.508,0.045722,NaN,3.9174,824.81,333.67,0.05,0.20917
18.742,1705.1,1.9119,-9.2858,7.2706,9.2962,173.23,0.10628,173.23,0.035153,7.0148,0.43952,28.61,-80.598,9.7869,22.944,6.3264e-5,24.643,0.017318,3040.9,0,0.68431,0.010622,98.002,80.101,1.7619,0.026818,848691,0,0.20869,0.49448,0.61994,0.32974,0.044645,0.12009,5.9941,1.2941,4.7873e-4,0,0,0,0,8.0635,0.0010518,10.16,81.073,35.281,0.045682,NaN,3.9167,824.8,333.67,0.05,0.20956
18.792,1705.2,1.4486,-9.2469,7.1411,9.2576,173.58,0.10675,173.58,0.035236,6.9927,0.44462,28.61,-80.598,9.7869,24.595,6.3263e-5,24.8,0.016593,3040.9,0,0.68431,0.010622,97.708,80.101,1.733,0.026443,836805,0,0.19891,0.49542,0.60779,0.33068,0.044644,0.12009,6.4769,0.93337,-2.6438e-4,0,0,0,0,8.3997,0.0010364,10.16,81.073,34.045,0.04565,NaN,3.9161,824.79,333.67,0.05,0.21
18.842,1705.3,0.9873,-9.203,7.0398,9.214,173.92,0.10721,173.92,0.035319,6.9703,0.45118,28.61,-80.598,9.7869,26.302,6.3263e-5,24.908,0.015925,3040.9,0,0.68431,0.010622,97.434,80.101,1.706,0.026139,827191,0,0.18943,0.49619,0.59237,0.33146,0.044643,0.12009,6.9983,0.65523,-3.0144e-4,0,0,0,0,8.6712,0.0010243,10.16,81.073,32.802,0.045624,NaN,3.9157,824.78,333.67,0.05,0.21049
18.892,1705.3,0.52816,-9.1632,6.9677,9.1744,174.27,0.10768,174.27,0.035401,6.9477,0.45237,28.61,-80.598,9.7869,28.028,6.3263e-5,24.975,0.015674,3040.9,0,0.68431,0.010622,97.184,80.101,1.6813,0.02573,814228,0,0.17808,0.49725,0.57473,0.33252,0.044643,0.12009,7.5468,0.3419,-3.8299e-4,0,0,0,0,8.9977,0.0010155,10.16,81.073,31.555,0.0456,NaN,3.9155,824.78,333.67,0.05,0.21096
18.942,1705.3,0.071888,-9.0812,6.9248,9.0938,174.62,0.10814,174.62,0.035483,6.9244,0.47993,28.61,-80.598,9.7869,29.831,6.3263e-5,25.031,0.013971,3040.9,0,0.68431,0.010622,96.949,80.101,1.6582,0.02608,825313,0,0.17567,0.49634,0.55182,0.33161,0.044643,0.12009,8.1411,0.57649,4.8225e-4,0,0,0,0,8.7971,0.0010099,10.16,81.073,30.305,0.045577,NaN,3.9154,824.78,333.67,0.05,0.21143
18.992,1705.3,-0.38079,-9.0313,6.9108,9.0441,174.96,0.10861,174.96,0.035565,6.9003,0.48229,28.61,-80.598,9.7869,31.586,6.3263e-5,25.101,0.013782,3040.9,0,0.68431,0.010622,96.744,80.101,1.638,0.025806,816641,0,0.16505,0.49705,0.52953,0.33232,0.044643,0.12009,8.7377,0.3907,-4.6333e-5,0,0,0,0,9.0349,0.0010076,10.16,81.073,29.051,0.045556,NaN,3.9155,824.78,333.67,0.05,0.21191
# Event APOGEE occurred at t=19.042 seconds
19.042,1705.3,-0.83054,-8.9534,6.9258,8.9673,175.31,0.10907,175.31,0.035646,6.8758,0.49915,28.61,-80.598,9.7869,33.288,6.3264e-5,25.159,0.012851,3040.9,0,0.68431,0.010622,96.566,80.101,1.6205,0.026,822779,0,0.15986,0.49655,0.50525,0.33181,0.044643,0.12009,9.3321,0.55037,3.0191e-4,0,0,0,0,8.9423,0.0010085,10.16,81.073,27.795,0.045536,NaN,3.9157,824.78,333.67,0.0025,0.21324
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=19.043 seconds
19.095,1705.2,-1.3513,-9.7101,8.6811,9.7419,175.68,0.10956,175.68,0.035733,6.8342,0.78718,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.026017,823321,0,2.4057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010086,NaN,NaN,NaN,NaN,1.7645,3.9157,824.78,333.67,0.051324,0.21398
19.147,1705.1,-1.8497,-9.6656,8.6148,9.6962,176.03,0.11004,176.03,0.035816,6.7945,0.76926,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.025818,817033,0,2.3691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010117,NaN,NaN,NaN,NaN,1.6739,3.916,824.79,333.67,0.051567,0.21407
19.199,1705,-2.348,-9.6179,8.7515,9.6499,176.38,0.11051,176.38,0.0359,6.7538,0.78561,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.026228,8.3e5,0,2.4449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001019,NaN,NaN,NaN,NaN,1.7592,3.9166,824.8,333.67,0.051814,0.21418
19.251,1704.9,-2.8463,-9.5695,8.8543,9.6024,176.73,0.11099,176.73,0.035983,6.7125,0.79326,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.026536,839768,0,2.5028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00103,NaN,NaN,NaN,NaN,1.7835,3.9173,824.81,333.67,0.05207,0.21428
19.303,1704.7,-3.3445,-9.5158,9.1034,9.5516,177.08,0.11147,177.08,0.036067,6.6693,0.82601,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.027282,863396,0,2.6456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010448,NaN,NaN,NaN,NaN,1.9345,3.9182,824.82,333.67,0.052347,0.21436
19.356,1704.5,-3.8425,-9.463,9.2518,9.4999,177.43,0.11195,177.43,0.036151,6.6252,0.83741,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.027727,877488,0,2.7326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001063,NaN,NaN,NaN,NaN,1.9569,3.9192,824.84,333.67,0.052632,0.21443
19.409,1704.3,-4.3405,-9.4079,9.4172,9.4462,177.78,0.11243,177.78,0.036235,6.5802,0.84952,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.028223,893187,0,2.8312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010846,NaN,NaN,NaN,NaN,1.9724,3.9204,824.86,333.67,0.052932,0.21451
19.462,1704.1,-4.8384,-9.3517,9.5693,9.3908,178.13,0.11292,178.13,0.03632,6.5346,0.85624,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.028678,907628,0,2.9235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011093,NaN,NaN,NaN,NaN,1.9481,3.9218,824.88,333.68,0.053243,0.21458
19.516,1703.8,-5.3362,-9.2906,9.7871,9.3316,178.48,0.1134,178.48,0.036404,6.4878,0.87356,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.029331,928305,0,3.0581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001137,NaN,NaN,NaN,NaN,1.9729,3.9234,824.9,333.68,0.053581,0.21467
19.57,1703.5,-5.8338,-9.2241,10.061,9.2679,178.83,0.11389,178.83,0.036489,6.4392,0.90031,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.030152,954314,0,3.2319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011675,NaN,NaN,NaN,NaN,2.0416,3.9252,824.93,333.68,0.05395,0.21475
19.624,1703.2,-6.3314,-9.1567,10.303,9.2026,179.18,0.11438,179.18,0.036575,6.3894,0.91792,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.030877,977286,0,3.3893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012003,NaN,NaN,NaN,NaN,2.053,3.9272,824.96,333.68,0.054333,0.21482
19.679,1702.8,-6.8287,-9.0856,10.563,9.1337,179.52,0.11487,179.52,0.03666,6.3381,0.93692,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.031656,1001956,0,3.5625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012355,NaN,NaN,NaN,NaN,2.0657,3.9293,824.99,333.68,0.054742,0.2149
19.734,1702.4,-7.3258,-9.0069,10.89,9.0589,179.87,0.11536,179.87,0.036747,6.2846,0.96904,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.032635,1032983,0,3.7864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012728,NaN,NaN,NaN,NaN,2.1444,3.9317,825.03,333.68,0.055194,0.21497
19.789,1702,-7.8229,-8.9306,11.142,8.9844,180.22,0.11586,180.22,0.036833,6.23,0.98125,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.033391,1056953,0,3.9641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013119,NaN,NaN,NaN,NaN,2.1103,3.9342,825.07,333.68,0.055652,0.21504
19.846,1701.6,-8.3199,-8.8568,11.332,8.9103,180.57,0.11635,180.57,0.03692,6.1753,0.97474,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.033962,1075062,0,4.101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013528,NaN,NaN,NaN,NaN,1.9693,3.9369,825.11,333.68,0.056115,0.21513
19.902,1701.1,-8.8167,-8.7723,11.622,8.8279,180.92,0.11685,180.92,0.037007,6.1192,0.98943,28.61,-80.598,9.7869,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.03483,1102601,0,4.3137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013954,NaN,NaN,NaN,NaN,1.94,3.9399,825.16,333.69,0.056639,0.21521
